,seed,model,data,batch_size,method,count,num_epochs,lr,loss,epoch,type,spearman
130,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,4,valid,0.382
131,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,5,train,0.553
132,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,5,valid,0.485
133,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,6,train,0.442
134,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,6,valid,0.474
135,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,7,train,0.314
136,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,7,valid,0.278
137,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,8,train,0.641
138,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,8,valid,0.583
139,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,9,train,0.735
140,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,9,valid,0.63
141,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,10,train,0.803
142,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,10,valid,0.697
143,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,11,train,0.84
144,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,11,valid,0.7
145,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,12,train,0.879
146,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,12,valid,0.738
147,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,13,train,0.9
148,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,13,valid,0.735
149,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,14,train,0.909
150,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,14,valid,0.74
151,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,15,train,0.923
152,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,15,valid,0.729
153,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,16,train,0.934
154,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,16,valid,0.734
155,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,17,train,0.944
156,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,17,valid,0.744
157,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,18,train,0.951
158,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,18,valid,0.744
159,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,19,train,0.954
160,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,19,valid,0.744
161,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,20,train,0.957
162,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,20,valid,0.745
163,101,esm2_t33_650M_UR50D,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,21,valid,0.751
164,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,1,train,0.505
165,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,1,valid,0.497
166,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,2,train,0.616
167,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,2,valid,0.599
168,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,3,train,0.638
169,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,3,valid,0.627
170,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,4,train,0.494
171,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,4,valid,0.443
172,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,5,train,0.542
173,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,5,valid,0.415
174,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,6,train,0.655
175,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,6,valid,0.546
176,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,7,train,0.822
177,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,7,valid,0.716
178,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,8,train,0.856
179,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,8,valid,0.732
180,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,9,train,0.898
181,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,9,valid,0.725
182,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,10,train,0.914
183,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,10,valid,0.75
184,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,11,train,0.928
185,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,11,valid,0.731
186,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,12,train,0.943
187,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,12,valid,0.743
188,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,13,train,0.955
189,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,13,valid,0.749
190,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,14,train,0.961
191,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,14,valid,0.751
192,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,15,train,0.968
193,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,15,valid,0.742
194,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,16,train,0.972
195,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,16,valid,0.75
196,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,17,train,0.975
197,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,17,valid,0.753
198,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,18,train,0.978
199,101,Prime_690M,01.KKA2_activity_4350sequence.csv,5,top_layer,4,20,0.0001,MSE,18,valid,0.753
